,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,0.8269128165243691,-0.737281045229683,-0.5921480257661295,0.43255042804180416,-0.4734077245683853,-0.5021631365156045,-0.5700043324658697
1,-1.5652278312782701,1.3548126213297043,0.6384304439468894,0.43255042804180416,-0.4734077245683853,0.7864036178345388,1.0037032810812052
2,0.8269128165243691,1.3548126213297043,-0.28450340833787474,-0.4742788222764252,-0.4734077245683853,-0.4885798515812602,-0.5700043324658697
3,-1.5652278312782701,1.3548126213297043,0.4076969808756984,0.43255042804180416,-0.4734077245683853,0.4204940697654099,-0.5700043324658697
4,0.8269128165243691,-0.737281045229683,0.4076969808756984,-0.4742788222764252,-0.4734077245683853,-0.48606442844527054,-0.5700043324658697
5,0.8269128165243691,-0.737281045229683,4.37189296218683e-15,-0.4742788222764252,-0.4734077245683853,-0.47784805031387384,2.5774108946282803
6,-1.5652278312782701,-0.737281045229683,1.8690089136599082,-0.4742788222764252,-0.4734077245683853,0.39559138071911193,-0.5700043324658697
7,0.8269128165243691,-0.737281045229683,-2.130371112907403,2.246208928678263,0.7671989889328833,-0.223957337675146,-0.5700043324658697
8,0.8269128165243691,1.3548126213297043,-0.20759225398081105,-0.4742788222764252,2.007805702434152,-0.42401799520369476,-0.5700043324658697
9,-0.3691575073769505,1.3548126213297043,-1.207437260622639,0.43255042804180416,-0.4734077245683853,-0.04293139010125837,1.0037032810812052
10,0.8269128165243691,1.3548126213297043,-1.9765488041932757,0.43255042804180416,0.7671989889328833,-0.3119971474347848,-0.5700043324658697
11,-1.5652278312782701,1.3548126213297043,2.176653531088163,-0.4742788222764252,-0.4734077245683853,-0.11378180431879803,-0.5700043324658697
12,0.8269128165243691,-0.737281045229683,-0.7459703344802568,-0.4742788222764252,-0.4734077245683853,-0.48606442844527054,-0.5700043324658697
13,0.8269128165243691,-0.737281045229683,0.715341598303953,0.43255042804180416,5.729625842937959,-0.018698809778388194,-0.5700043324658697
14,0.8269128165243691,1.3548126213297043,-1.207437260622639,-0.4742788222764252,-0.4734077245683853,-0.49000458724548485,-0.5700043324658697
15,-0.3691575073769505,1.3548126213297043,1.945920068016972,-0.4742788222764252,-0.4734077245683853,-0.326083516996327,-0.5700043324658697
16,0.8269128165243691,-0.737281045229683,-2.130371112907403,3.1530381789964923,0.7671989889328833,-0.061964087717410646,2.5774108946282803
17,-0.3691575073769505,-0.737281045229683,4.37189296218683e-15,-0.4742788222764252,-0.4734077245683853,-0.38645367226007926,-0.5700043324658697
18,0.8269128165243691,1.3548126213297043,0.10005236344744366,0.43255042804180416,-0.4734077245683853,-0.2858367468204921,-0.5700043324658697
19,0.8269128165243691,1.3548126213297043,4.37189296218683e-15,-0.4742788222764252,-0.4734077245683853,-0.5026662211428025,1.0037032810812052
20,-0.3691575073769505,-0.737281045229683,0.4076969808756984,-0.4742788222764252,-0.4734077245683853,-0.12484966611715263,-0.5700043324658697
21,-0.3691575073769505,-0.737281045229683,0.3307858265186347,-0.4742788222764252,-0.4734077245683853,-0.38645367226007926,-0.5700043324658697
22,0.8269128165243691,1.3548126213297043,-1.1305261062655751,-0.4742788222764252,-0.4734077245683853,-0.48648299485509927,2.5774108946282803
